# BUSCO version is: 5.1.2 
# The lineage dataset is: viridiplantae_odb10 (Creation date: 2024-01-08, number of genomes: 57, number of BUSCOs: 425)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
137771at33090	Complete	Cagra.0888s0021.1.p	917.5	529	https://v10-1.orthodb.org/?query=137771at33090	Kelch repeat type 1
137787at33090	Complete	Cagra.1225s0077.1.p	592.7	503	https://v10-1.orthodb.org/?query=137787at33090	U3 small nucleolar RNA-associated protein 6
138499at33090	Complete	Cagra.0114s0033.1.p	257.5	156	https://v10-1.orthodb.org/?query=138499at33090	Tetratricopeptide repeat
138782at33090	Complete	Cagra.4399s0012.1.p	432.0	250	https://v10-1.orthodb.org/?query=138782at33090	Domain of unknown function DUF1995
139062at33090	Complete	Cagra.0228s0066.1.p	364.1	265	https://v10-1.orthodb.org/?query=139062at33090	Vps72/YL1, C-terminal
139450at33090	Complete	Cagra.0846s0007.1.p	295.5	236	https://v10-1.orthodb.org/?query=139450at33090	Leucine-rich repeat
139497at33090	Complete	Cagra.6845s0036.1.p	1091.8	882	https://v10-1.orthodb.org/?query=139497at33090	Structural maintenance of chromosomes protein 5
140683at33090	Complete	Cagra.1383s0014.1.p	212.9	186	https://v10-1.orthodb.org/?query=140683at33090	Glycerol kinase
140876at33090	Complete	Cagra.7526s0009.1.p	357.9	212	https://v10-1.orthodb.org/?query=140876at33090	PsbP, C-terminal
141370at33090	Fragmented	Cagra.27404s0001.1.p	187.3	109	https://v10-1.orthodb.org/?query=141370at33090	Integral membrane protein TerC
141861at33090	Complete	Cagra.1393s0002.1.p	218.2	147	https://v10-1.orthodb.org/?query=141861at33090	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
142077at33090	Complete	Cagra.10303s0005.1.p	412.5	242	https://v10-1.orthodb.org/?query=142077at33090	Chlorophyll A-B binding protein
142382at33090	Complete	Cagra.15487s0003.1.p	280.8	197	https://v10-1.orthodb.org/?query=142382at33090	PDZ domain
142433at33090	Complete	Cagra.5414s0052.1.p	291.8	227	https://v10-1.orthodb.org/?query=142433at33090	tRNA/rRNA methyltransferase, SpoU type
143102at33090	Complete	Cagra.1194s0034.1.p	505.8	291	https://v10-1.orthodb.org/?query=143102at33090	EamA domain
143347at33090	Complete	Cagra.20595s0001.1.p	366.5	227	https://v10-1.orthodb.org/?query=143347at33090	Tetrapyrrole methylase
143963at33090	Complete	Cagra.0167s0005.1.p	247.0	184	https://v10-1.orthodb.org/?query=143963at33090	SnoaL-like domain
143978at33090	Complete	Cagra.0757s0004.1.p	1392.3	973	https://v10-1.orthodb.org/?query=143978at33090	Tetratricopeptide repeat
144144at33090	Complete	Cagra.27459s0001.1.p	226.3	155	https://v10-1.orthodb.org/?query=144144at33090	CAP Gly-rich domain
144680at33090	Complete	Cagra.0391s0002.1.p	114.4	269	https://v10-1.orthodb.org/?query=144680at33090	Ankyrin repeat-containing domain
144716at33090	Complete	Cagra.13237s0004.1.p	348.3	226	https://v10-1.orthodb.org/?query=144716at33090	CAAX prenyl protease 2
144765at33090	Complete	Cagra.2306s0018.1.p	408.5	251	https://v10-1.orthodb.org/?query=144765at33090	DNA glycosylase
144990at33090	Complete	Cagra.1670s0028.1.p	392.1	252	https://v10-1.orthodb.org/?query=144990at33090	Squalene/phytoene synthase
145061at33090	Complete	Cagra.4396s0011.1.p	796.3	476	https://v10-1.orthodb.org/?query=145061at33090	Tetratricopeptide repeat
145734at33090	Complete	Cagra.3906s0003.1.p	463.1	283	https://v10-1.orthodb.org/?query=145734at33090	Methyltransferase type 11
146354at33090	Complete	Cagra.0799s0079.1.p	278.9	205	https://v10-1.orthodb.org/?query=146354at33090	Thioredoxin
146469at33090	Complete	Cagra.8694s0001.1.p	350.7	220	https://v10-1.orthodb.org/?query=146469at33090	Enoyl-CoA hydratase/isomerase
146772at33090	Complete	Cagra.0787s0008.1.p	386.2	243	https://v10-1.orthodb.org/?query=146772at33090	Pantoate-beta-alanine ligase
146921at33090	Complete	Cagra.10726s0018.1.p	365.6	208	https://v10-1.orthodb.org/?query=146921at33090	Magnesium-protoporphyrin IX methyltransferase
147083at33090	Complete	Cagra.1961s0036.1.p	307.8	239	https://v10-1.orthodb.org/?query=147083at33090	NAD(P)-binding domain superfamily
147262at33090	Complete	Cagra.17504s0001.1.p	385.3	242	https://v10-1.orthodb.org/?query=147262at33090	ABC/ECF transporter, transmembrane component
148236at33090	Complete	Cagra.0216s0042.1.p	260.9	200	https://v10-1.orthodb.org/?query=148236at33090	Uncharacterised protein family UPF0454
148539at33090	Complete	Cagra.0096s0034.1.p	565.8	369	https://v10-1.orthodb.org/?query=148539at33090	GTP binding domain
148839at33090	Complete	Cagra.0110s0002.1.p	475.6	341	https://v10-1.orthodb.org/?query=148839at33090	Proteasome component (PCI) domain
149782at33090	Complete	Cagra.1561s0044.1.p	257.7	173	https://v10-1.orthodb.org/?query=149782at33090	Ribosome recycling factor
150470at33090	Missing
150559at33090	Complete	Cagra.1148s0013.1.p	256.8	170	https://v10-1.orthodb.org/?query=150559at33090	Ribosomal RNA processing protein 8
152317at33090	Complete	Cagra.0402s0072.1.p	358.3	238	https://v10-1.orthodb.org/?query=152317at33090	Translation initiation factor 3
153820at33090	Complete	Cagra.0149s0002.1.p	505.4	297	https://v10-1.orthodb.org/?query=153820at33090	LPPG:FO 2-phospho-L-lactate transferase CofD/UPF0052
154870at33090	Complete	Cagra.1952s0010.1.p	666.5	523	https://v10-1.orthodb.org/?query=154870at33090	Nicastrin
155102at33090	Complete	Cagra.1968s0019.1.p	321.9	163	https://v10-1.orthodb.org/?query=155102at33090	Cytochrome c oxidase assembly protein CtaG/Cox11
156843at33090	Complete	Cagra.0202s0008.1.p	300.3	183	https://v10-1.orthodb.org/?query=156843at33090	Ribosomal protein L3
156887at33090	Complete	Cagra.0844s0038.1.p	314.1	193	https://v10-1.orthodb.org/?query=156887at33090	ABC transporter, conserved site
158492at33090	Complete	Cagra.1085s0050.1.p	334.4	182	https://v10-1.orthodb.org/?query=158492at33090	Ribosome biogenesis protein
158957at33090	Complete	Cagra.0288s0007.1.p	253.6	170	https://v10-1.orthodb.org/?query=158957at33090	HAD superfamily
160064at33090	Complete	Cagra.0244s0014.1.p	265.5	159	https://v10-1.orthodb.org/?query=160064at33090	Electron transfer flavoprotein, beta subunit
160610at33090	Complete	Cagra.0946s0048.1.p	444.6	248	https://v10-1.orthodb.org/?query=160610at33090	RNA-binding S4 domain
160680at33090	Complete	Cagra.2175s0010.1.p	738.2	554	https://v10-1.orthodb.org/?query=160680at33090	Tetratricopeptide repeat
161054at33090	Complete	Cagra.0248s0096.1.p	347.0	255	https://v10-1.orthodb.org/?query=161054at33090	Methyltransferase small domain
161066at33090	Complete	Cagra.0342s0016.1.p	406.1	289	https://v10-1.orthodb.org/?query=161066at33090	FAD dependent oxidoreductase
161269at33090	Complete	Cagra.0134s0003.1.p	331.5	184	https://v10-1.orthodb.org/?query=161269at33090	Deoxycytidylate deaminase domain
161309at33090	Complete	Cagra.0239s0027.1.p	334.4	253	https://v10-1.orthodb.org/?query=161309at33090	Calycin
161559at33090	Complete	Cagra.0216s0041.1.p	321.8	260	https://v10-1.orthodb.org/?query=161559at33090	Protein prenyltransferase, alpha subunit
161966at33090	Complete	Cagra.1183s0009.1.p	340.6	206	https://v10-1.orthodb.org/?query=161966at33090	RNA-binding S4 domain
162794at33090	Complete	Cagra.3467s0010.1.p	150.8	197	https://v10-1.orthodb.org/?query=162794at33090	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase
163097at33090	Complete	Cagra.1561s0013.1.p	534.2	305	https://v10-1.orthodb.org/?query=163097at33090	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
163701at33090	Complete	Cagra.0897s0075.1.p	206.3	154	https://v10-1.orthodb.org/?query=163701at33090	P-loop containing nucleoside triphosphate hydrolase
163833at33090	Complete	Cagra.0563s0005.1.p	651.7	359	https://v10-1.orthodb.org/?query=163833at33090	THIF-type NAD/FAD binding fold
164019at33090	Complete	Cagra.1742s0023.1.p	256.7	224	https://v10-1.orthodb.org/?query=164019at33090	Aminotransferase class IV
164280at33090	Complete	Cagra.1642s0030.1.p	272.2	165	https://v10-1.orthodb.org/?query=164280at33090	Pre-mRNA-splicing factor 38
164556at33090	Complete	Cagra.0824s0017.1.p	200.3	148	https://v10-1.orthodb.org/?query=164556at33090	Putative rRNA methylase
165103at33090	Complete	Cagra.3696s0009.1.p	207.4	230	https://v10-1.orthodb.org/?query=165103at33090	Carbon-nitrogen hydrolase
166645at33090	Complete	Cagra.1036s0001.1.p	1244.1	988	https://v10-1.orthodb.org/?query=166645at33090	Sister chromatid cohesion protein
166660at33090	Missing
167076at33090	Complete	Cagra.0277s0032.1.p	225.2	154	https://v10-1.orthodb.org/?query=167076at33090	Oxoglutarate/iron-dependent dioxygenase
167217at33090	Complete	Cagra.0622s0009.1.p	419.3	216	https://v10-1.orthodb.org/?query=167217at33090	tRNA (guanine-N(7)-)-methyltransferase
167325at33090	Complete	Cagra.0684s0026.1.p	203.1	148	https://v10-1.orthodb.org/?query=167325at33090	Unnamed product
167809at33090	Complete	Cagra.2692s0032.1.p	327.3	165	https://v10-1.orthodb.org/?query=167809at33090	Peptidyl-prolyl cis-trans isomerase
167850at33090	Complete	Cagra.0133s0096.1.p	211.9	161	https://v10-1.orthodb.org/?query=167850at33090	Autophagy-related protein 3
167932at33090	Complete	Cagra.0450s0029.1.p	367.8	191	https://v10-1.orthodb.org/?query=167932at33090	PsbP, C-terminal
168269at33090	Complete	Cagra.3262s0002.1.p	340.2	201	https://v10-1.orthodb.org/?query=168269at33090	P-loop containing nucleoside triphosphate hydrolase
168270at33090	Complete	Cagra.2991s0046.1.p	381.6	235	https://v10-1.orthodb.org/?query=168270at33090	Tab2-like
168563at33090	Complete	Cagra.4396s0073.1.p	220.8	175	https://v10-1.orthodb.org/?query=168563at33090	Tetratricopeptide repeat
169007at33090	Complete	Cagra.3366s0025.1.p	253.2	146	https://v10-1.orthodb.org/?query=169007at33090	tRNA/rRNA methyltransferase, SpoU type
170939at33090	Complete	Cagra.2197s0037.1.p	611.8	335	https://v10-1.orthodb.org/?query=170939at33090	ATPase, AAA-type, conserved site
170945at33090	Complete	Cagra.0568s0194.1.p	523.8	355	https://v10-1.orthodb.org/?query=170945at33090	Helicase, C-terminal
171195at33090	Complete	Cagra.2306s0031.1.p	306.9	193	https://v10-1.orthodb.org/?query=171195at33090	urease accessory protein F
171627at33090	Complete	Cagra.2314s0006.1.p	183.0	137	https://v10-1.orthodb.org/?query=171627at33090	OPI10 family
171708at33090	Complete	Cagra.0062s0006.1.p	280.8	245	https://v10-1.orthodb.org/?query=171708at33090	WD40-repeat-containing domain
171767at33090	Complete	Cagra.0925s0078.1.p	301.9	178	https://v10-1.orthodb.org/?query=171767at33090	PsbP, C-terminal
172000at33090	Complete	Cagra.1398s0030.1.p	463.3	292	https://v10-1.orthodb.org/?query=172000at33090	Ribosomal RNA small subunit methyltransferase H
172535at33090	Complete	Cagra.0026s0032.1.p	650.3	396	https://v10-1.orthodb.org/?query=172535at33090	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial
172666at33090	Complete	Cagra.3166s0070.1.p	349.9	199	https://v10-1.orthodb.org/?query=172666at33090	Peptide deformylase
173119at33090	Complete	Cagra.21612s0001.1.p	236.8	185	https://v10-1.orthodb.org/?query=173119at33090	DNA recombination and repair protein Rad51-like, C-terminal
173143at33090	Complete	Cagra.0239s0053.1.p	241.5	155	https://v10-1.orthodb.org/?query=173143at33090	Nucleoporin, NSP1-like, C-terminal
173477at33090	Complete	Cagra.28639s0001.1.p	244.3	155	https://v10-1.orthodb.org/?query=173477at33090	PITH domain
173581at33090	Fragmented	Cagra.3427s0003.1.p	339.9	201	https://v10-1.orthodb.org/?query=173581at33090	TatD family
174202at33090	Complete	Cagra.1398s0002.1.p	216.2	138	https://v10-1.orthodb.org/?query=174202at33090	RNA methyltransferase RlmH
174213at33090	Complete	Cagra.1850s0035.1.p	291.4	184	https://v10-1.orthodb.org/?query=174213at33090	Folate-sensitive fragile site protein Fra10Ac1
174767at33090	Complete	Cagra.5118s0017.1.p	434.0	227	https://v10-1.orthodb.org/?query=174767at33090	Histidine phosphatase superfamily
175583at33090	Complete	Cagra.20893s0008.1.p	180.5	130	https://v10-1.orthodb.org/?query=175583at33090	Plastid lipid-associated protein/fibrillin conserved domain
175792at33090	Complete	Cagra.3501s0166.1.p	262.6	183	https://v10-1.orthodb.org/?query=175792at33090	Winged helix-like DNA-binding domain superfamily
175963at33090	Fragmented	Cagra.2181s0001.1.p	211.9	133	https://v10-1.orthodb.org/?query=175963at33090	Plastid lipid-associated protein/fibrillin conserved domain
176016at33090	Complete	Cagra.0897s0062.1.p	303.5	157	https://v10-1.orthodb.org/?query=176016at33090	GNAT domain
176328at33090	Complete	Cagra.0147s0009.1.p	645.1	425	https://v10-1.orthodb.org/?query=176328at33090	SUI1 domain
177296at33090	Complete	Cagra.1225s0006.1.p	277.6	164	https://v10-1.orthodb.org/?query=177296at33090	Methyltransferase domain
177720at33090	Complete	Cagra.3474s0020.1.p	535.9	372	https://v10-1.orthodb.org/?query=177720at33090	Transglutaminase-like
177964at33090	Complete	Cagra.0596s0030.1.p	374.8	197	https://v10-1.orthodb.org/?query=177964at33090	Peptidylprolyl isomerase
178386at33090	Complete	Cagra.2007s0047.1.p	362.9	229	https://v10-1.orthodb.org/?query=178386at33090	Glucose-6-phosphate 1-epimerase
179975at33090	Complete	Cagra.0568s0134.1.p	319.6	170	https://v10-1.orthodb.org/?query=179975at33090	Pentapeptide repeat
180408at33090	Complete	Cagra.3598s0018.1.p	274.9	162	https://v10-1.orthodb.org/?query=180408at33090	Cofactor assembly of complex C subunit B, CCB1
180466at33090	Complete	Cagra.23565s0001.1.p	331.5	194	https://v10-1.orthodb.org/?query=180466at33090	Copper chaperone SCO1/SenC
180674at33090	Complete	Cagra.2238s0015.1.p	426.1	234	https://v10-1.orthodb.org/?query=180674at33090	Nuclear protein
181108at33090	Complete	Cagra.1268s0006.1.p	275.7	169	https://v10-1.orthodb.org/?query=181108at33090	Plastid lipid-associated protein/fibrillin conserved domain
182493at33090	Complete	Cagra.0876s0042.1.p	208.6	162	https://v10-1.orthodb.org/?query=182493at33090	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
182513at33090	Complete	Cagra.0239s0002.1.p	462.9	283	https://v10-1.orthodb.org/?query=182513at33090	Protohaem IX farnesyltransferase
182936at33090	Fragmented	Cagra.8248s0001.1.p	231.7	165	https://v10-1.orthodb.org/?query=182936at33090	Etoposide-induced 2.4
182952at33090	Complete	Cagra.10245s0001.1.p	289.4	195	https://v10-1.orthodb.org/?query=182952at33090	Transcriptional regulator TACO1-like
183313at33090	Complete	Cagra.3373s0043.1.p	359.6	226	https://v10-1.orthodb.org/?query=183313at33090	Protein-ribulosamine 3-kinase, chloroplastic
183396at33090	Complete	Cagra.14503s0006.1.p	183.3	110	https://v10-1.orthodb.org/?query=183396at33090	Protein of unknown function DUF393
183719at33090	Complete	Cagra.4093s0006.1.p	521.7	332	https://v10-1.orthodb.org/?query=183719at33090	Tocopherol cyclase
183931at33090	Complete	Cagra.3745s0010.1.p	365.6	240	https://v10-1.orthodb.org/?query=183931at33090	WD40 repeat
184066at33090	Complete	Cagra.0062s0005.1.p	166.2	125	https://v10-1.orthodb.org/?query=184066at33090	Protein of unknown function DUF3593
184405at33090	Complete	Cagra.1329s0012.1.p	466.8	348	https://v10-1.orthodb.org/?query=184405at33090	DNA glycosylase
184776at33090	Complete	Cagra.0334s0033.1.p	278.7	155	https://v10-1.orthodb.org/?query=184776at33090	NIF system FeS cluster assembly, NifU, C-terminal
185172at33090	Complete	Cagra.1517s0004.1.p	175.3	112	https://v10-1.orthodb.org/?query=185172at33090	Molybdopterin synthase catalytic subunit
185214at33090	Complete	Cagra.0050s0009.1.p	232.1	172	https://v10-1.orthodb.org/?query=185214at33090	Plastid lipid-associated protein/fibrillin conserved domain
185696at33090	Complete	Cagra.0050s0010.1.p	624.8	528	https://v10-1.orthodb.org/?query=185696at33090	TCF25/Rqc1
185941at33090	Complete	Cagra.9514s0004.1.p	218.5	147	https://v10-1.orthodb.org/?query=185941at33090	PsbP, C-terminal
186340at33090	Complete	Cagra.3366s0026.1.p	333.5	179	https://v10-1.orthodb.org/?query=186340at33090	PsbP, C-terminal
187462at33090	Complete	Cagra.0844s0002.1.p	439.1	382	https://v10-1.orthodb.org/?query=187462at33090	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
187866at33090	Complete	Cagra.0914s0001.1.p	128.6	130	https://v10-1.orthodb.org/?query=187866at33090	DTW
187914at33090	Complete	Cagra.1873s0007.1.p	403.3	308	https://v10-1.orthodb.org/?query=187914at33090	Mur ligase, central
188180at33090	Complete	Cagra.4395s0001.1.p	284.8	144	https://v10-1.orthodb.org/?query=188180at33090	Lactoylglutathione lyase
188436at33090	Complete	Cagra.0202s0037.1.p	293.7	177	https://v10-1.orthodb.org/?query=188436at33090	Mpv17/PMP22
188583at33090	Complete	Cagra.2179s0035.1.p	413.7	240	https://v10-1.orthodb.org/?query=188583at33090	RuvA domain 2-like
188938at33090	Complete	Cagra.4701s0011.1.p	333.7	181	https://v10-1.orthodb.org/?query=188938at33090	Protein of unknown function DUF2854
189891at33090	Complete	Cagra.10745s0001.1.p	365.4	209	https://v10-1.orthodb.org/?query=189891at33090	Tetrapyrrole methylase
190390at33090	Complete	Cagra.2471s0020.1.p	287.5	195	https://v10-1.orthodb.org/?query=190390at33090	Haem peroxidase
191125at33090	Complete	Cagra.0799s0075.1.p	468.9	281	https://v10-1.orthodb.org/?query=191125at33090	RNA-binding S4 domain
191396at33090	Complete	Cagra.0701s0009.1.p	417.5	251	https://v10-1.orthodb.org/?query=191396at33090	C-5 cytosine methyltransferase
191581at33090	Complete	Cagra.14373s0003.1.p	337.2	202	https://v10-1.orthodb.org/?query=191581at33090	TPM domain
192090at33090	Complete	Cagra.6254s0037.1.p	664.6	459	https://v10-1.orthodb.org/?query=192090at33090	MIF4G-like domain superfamily
192376at33090	Complete	Cagra.1398s0009.1.p	181.1	105	https://v10-1.orthodb.org/?query=192376at33090	Peptidyl-tRNA hydrolase II domain superfamily
192456at33090	Complete	Cagra.0090s0019.1.p	225.4	170	https://v10-1.orthodb.org/?query=192456at33090	OTU domain
192750at33090	Complete	Cagra.0568s0149.1.p	390.7	204	https://v10-1.orthodb.org/?query=192750at33090	ATP-dependent Clp protease proteolytic subunit
193351at33090	Complete	Cagra.4237s0009.1.p	214.9	112	https://v10-1.orthodb.org/?query=193351at33090	Protein of unknown function DUF393
193437at33090	Complete	Cagra.1968s0072.1.p	212.4	131	https://v10-1.orthodb.org/?query=193437at33090	Molybdopterin cofactor biosynthesis C (MoaC) domain
193683at33090	Complete	Cagra.1889s0012.1.p	190.7	140	https://v10-1.orthodb.org/?query=193683at33090	Multiple myeloma tumor-associated protein 2-like
193777at33090	Complete	Cagra.0964s0006.1.p	443.7	250	https://v10-1.orthodb.org/?query=193777at33090	Peptidase M41-like
193982at33090	Complete	Cagra.0993s0044.1.p	229.9	160	https://v10-1.orthodb.org/?query=193982at33090	Uncharacterised domain SAYSvFN
194002at33090	Complete	Cagra.5414s0044.1.p	236.9	142	https://v10-1.orthodb.org/?query=194002at33090	Impact, N-terminal
194293at33090	Complete	Cagra.1968s0124.1.p	309.5	224	https://v10-1.orthodb.org/?query=194293at33090	rRNA adenine N(6)-methyltransferase
194372at33090	Complete	Cagra.29942s0001.1.p	169.7	95	https://v10-1.orthodb.org/?query=194372at33090	Uncharacterised protein family Ycf20
194467at33090	Complete	Cagra.0483s0058.1.p	324.8	179	https://v10-1.orthodb.org/?query=194467at33090	Protein of unknown function DUF4079
195185at33090	Complete	Cagra.1671s0354.1.p	365.6	210	https://v10-1.orthodb.org/?query=195185at33090	Ribosomal protein L4/L1e
195354at33090	Complete	Cagra.0430s0053.1.p	236.8	157	https://v10-1.orthodb.org/?query=195354at33090	DNA glycosylase
195527at33090	Complete	Cagra.0682s0001.1.p	439.9	286	https://v10-1.orthodb.org/?query=195527at33090	tRNA pseudouridine synthase
195843at33090	Complete	Cagra.0495s0062.1.p	274.0	177	https://v10-1.orthodb.org/?query=195843at33090	Meiotic nuclear division protein 1 homolog
196198at33090	Complete	Cagra.0133s0024.1.p	153.7	94	https://v10-1.orthodb.org/?query=196198at33090	Thioredoxin
196248at33090	Complete	Cagra.1008s0003.1.p	178.8	122	https://v10-1.orthodb.org/?query=196248at33090	Transcription termination factor, mitochondrial/chloroplastic
196324at33090	Complete	Cagra.1761s0005.1.p	285.7	197	https://v10-1.orthodb.org/?query=196324at33090	Alpha/Beta hydrolase fold
196325at33090	Complete	Cagra.0406s0004.1.p	269.6	239	https://v10-1.orthodb.org/?query=196325at33090	WD40 repeat
196410at33090	Complete	Cagra.0629s0014.1.p	360.6	222	https://v10-1.orthodb.org/?query=196410at33090	Alpha-N-methyltransferase NTM1
196443at33090	Complete	Cagra.0239s0044.1.p	124.6	111	https://v10-1.orthodb.org/?query=196443at33090	Pentapeptide repeat
196490at33090	Complete	Cagra.1225s0096.1.p	305.1	208	https://v10-1.orthodb.org/?query=196490at33090	YaeB, N-terminal domain superfamily
196512at33090	Complete	Cagra.6722s0001.1.p	598.6	359	https://v10-1.orthodb.org/?query=196512at33090	Ribosome biogenesis GTPase RsgA
196850at33090	Complete	Cagra.2350s0022.1.p	236.3	129	https://v10-1.orthodb.org/?query=196850at33090	Ribosome-binding factor A
196873at33090	Complete	Cagra.4190s0002.1.p	295.4	148	https://v10-1.orthodb.org/?query=196873at33090	GNAT domain
196991at33090	Complete	Cagra.0686s0009.1.p	211.9	210	https://v10-1.orthodb.org/?query=196991at33090	G-patch domain
197780at33090	Complete	Cagra.1036s0016.1.p	336.1	182	https://v10-1.orthodb.org/?query=197780at33090	tRNA/rRNA methyltransferase, SpoU type
197838at33090	Complete	Cagra.0926s0113.1.p	220.6	134	https://v10-1.orthodb.org/?query=197838at33090	Predicted protein
198012at33090	Complete	Cagra.2935s0010.1.p	189.3	121	https://v10-1.orthodb.org/?query=198012at33090	D-aminoacyl-tRNA deacylase
198570at33090	Complete	Cagra.2306s0024.1.p	455.2	274	https://v10-1.orthodb.org/?query=198570at33090	F-box domain
199163at33090	Complete	Cagra.1642s0031.1.p	387.8	269	https://v10-1.orthodb.org/?query=199163at33090	tRNA-binding domain
199618at33090	Complete	Cagra.0925s0049.1.p	494.2	325	https://v10-1.orthodb.org/?query=199618at33090	tRNA (guanine(26)-N(2))-dimethyltransferase
199795at33090	Complete	Cagra.0084s0043.1.p	252.4	133	https://v10-1.orthodb.org/?query=199795at33090	TPM domain
200316at33090	Complete	Cagra.1336s0027.1.p	419.4	277	https://v10-1.orthodb.org/?query=200316at33090	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
200488at33090	Complete	Cagra.1043s0009.1.p	330.0	249	https://v10-1.orthodb.org/?query=200488at33090	5'-3' exonuclease, alpha-helical arch, N-terminal
200499at33090	Complete	Cagra.1225s0114.1.p	518.1	323	https://v10-1.orthodb.org/?query=200499at33090	PPM-type phosphatase domain
200687at33090	Complete	Cagra.0084s0092.1.p	320.8	181	https://v10-1.orthodb.org/?query=200687at33090	Pentapeptide repeat
201861at33090	Complete	Cagra.3782s0033.1.p	372.7	211	https://v10-1.orthodb.org/?query=201861at33090	Ubiquinol-cytochrome c chaperone, CBP3
202025at33090	Complete	Cagra.2175s0034.1.p	262.6	156	https://v10-1.orthodb.org/?query=202025at33090	Microbial collagenase
203023at33090	Complete	Cagra.8193s0003.1.p	230.9	124	https://v10-1.orthodb.org/?query=203023at33090	Rubredoxin domain
203383at33090	Complete	Cagra.2848s0087.1.p	353.7	251	https://v10-1.orthodb.org/?query=203383at33090	Replication termination factor 2
203818at33090	Complete	Cagra.0897s0090.1.p	157.0	118	https://v10-1.orthodb.org/?query=203818at33090	Ribosome biogenesis protein Nop16
204117at33090	Complete	Cagra.2387s0006.1.p	236.7	169	https://v10-1.orthodb.org/?query=204117at33090	Cardiolipin synthase N-terminal
204880at33090	Complete	Cagra.1822s0049.1.p	363.5	211	https://v10-1.orthodb.org/?query=204880at33090	Protein of unknown function DUF2301
205308at33090	Complete	Cagra.0007s0050.1.p	328.1	186	https://v10-1.orthodb.org/?query=205308at33090	Ribonuclease H superfamily
206164at33090	Complete	Cagra.4395s0096.1.p	252.8	142	https://v10-1.orthodb.org/?query=206164at33090	PUA domain
206170at33090	Complete	Cagra.0558s0005.1.p	273.8	155	https://v10-1.orthodb.org/?query=206170at33090	uncharacterized protein LOC103486501
207179at33090	Complete	Cagra.4031s0030.1.p	483.8	307	https://v10-1.orthodb.org/?query=207179at33090	Peroxisome biogenesis protein 12
207898at33090	Fragmented	Cagra.4327s0006.1.p	183.2	125	https://v10-1.orthodb.org/?query=207898at33090	Ribosomal protein L9
208706at33090	Complete	Cagra.0664s0056.1.p	206.8	137	https://v10-1.orthodb.org/?query=208706at33090	Ribosome recycling factor
208707at33090	Complete	Cagra.1004s0010.1.p	73.4	59	https://v10-1.orthodb.org/?query=208707at33090	Heat shock protein DnaJ, cysteine-rich domain superfamily
208849at33090	Complete	Cagra.1595s0038.1.p	123.8	70	https://v10-1.orthodb.org/?query=208849at33090	LSM domain, eukaryotic/archaea-type
209015at33090	Complete	Cagra.0381s0007.1.p	327.0	232	https://v10-1.orthodb.org/?query=209015at33090	Nuclear cap-binding protein subunit 2
209301at33090	Complete	Cagra.1671s0030.1.p	390.6	270	https://v10-1.orthodb.org/?query=209301at33090	Tetratricopeptide repeat
209302at33090	Complete	Cagra.20893s0007.1.p	331.3	187	https://v10-1.orthodb.org/?query=209302at33090	Mitochondrial import inner membrane translocase subunit Tim21
209516at33090	Complete	Cagra.1850s0023.1.p	325.2	166	https://v10-1.orthodb.org/?query=209516at33090	Peptidylprolyl isomerase
210493at33090	Complete	Cagra.6119s0003.1.p	150.8	109	https://v10-1.orthodb.org/?query=210493at33090	Domain of unknown function DUF3456
210551at33090	Complete	Cagra.4909s0019.1.p	311.9	180	https://v10-1.orthodb.org/?query=210551at33090	Thioredoxin
210557at33090	Fragmented	Cagra.18800s0001.1.p	63.6	58	https://v10-1.orthodb.org/?query=210557at33090	Protein of unknown function DUF3054
210851at33090	Complete	Cagra.1569s0013.1.p	260.9	129	https://v10-1.orthodb.org/?query=210851at33090	Glyoxalase/fosfomycin resistance/dioxygenase domain
211645at33090	Complete	Cagra.14503s0004.1.p	301.2	179	https://v10-1.orthodb.org/?query=211645at33090	rRNA small subunit methyltransferase G
212331at33090	Complete	Cagra.2625s0005.1.p	451.3	409	https://v10-1.orthodb.org/?query=212331at33090	Nucleoporin Nup54, alpha-helical domain
212845at33090	Complete	Cagra.9074s0001.1.p	243.0	170	https://v10-1.orthodb.org/?query=212845at33090	PsbP, C-terminal
213827at33090	Complete	Cagra.3706s0041.1.p	249.2	136	https://v10-1.orthodb.org/?query=213827at33090	Peptidylprolyl isomerase
213828at33090	Complete	Cagra.3501s0067.1.p	218.8	123	https://v10-1.orthodb.org/?query=213828at33090	Domain of unknown function DUF304
214313at33090	Complete	Cagra.4137s0006.1.p	98.6	112	https://v10-1.orthodb.org/?query=214313at33090	Protein RDM1, plant
215062at33090	Complete	Cagra.1158s0002.1.p	219.1	142	https://v10-1.orthodb.org/?query=215062at33090	N-acetyltransferase 9-like
215487at33090	Complete	Cagra.4395s0028.1.p	99.9	91	https://v10-1.orthodb.org/?query=215487at33090	RecQ-mediated genome instability protein 2
215817at33090	Complete	Cagra.1508s0157.1.p	408.0	329	https://v10-1.orthodb.org/?query=215817at33090	RNA recognition motif domain
