species	gene_id	N	S	dN	dS	omega	t	qc_flag	used	excl_reason
a_halleri	37663at33090	1452.8	551.2	0.00490	0.05140	0.09520	0.05300	ok	1	
a_halleri	37699at33090	1882.8	592.2	0.01530	0.03870	0.39530	0.06300	ok	1	
a_halleri	39913at33090	1628.5	594.5	0.00370	0.01920	0.19370	0.02400	ok	1	
a_halleri	4034at33090	3101.6	1044.4	0.00650	0.03990	0.16210	0.04500	ok	1	
a_halleri	40630at33090	1761.2	599.8	0.00830	0.04180	0.19820	0.05000	ok	1	
a_halleri	41146at33090	1404.0	468.0	0.00780	0.05800	0.13420	0.06100	ok	1	
a_halleri	4115at33090	2478.8	839.2	0.00570	0.04790	0.11910	0.04900	ok	1	
a_halleri	41244at33090	1295.5	462.5	0.00550	0.05480	0.10030	0.05500	ok	1	
a_halleri	42407at33090	1288.1	373.9	0.01020	0.03570	0.28620	0.04800	ok	1	
a_halleri	43683at33090	1472.9	495.1	0.00910	0.03770	0.24060	0.04900	ok	1	
a_halleri	43957at33090	2025.6	671.4	0.01030	0.04460	0.23170	0.05700	ok	1	
a_halleri	44063at33090	1304.6	411.4	0.00870	0.07480	0.11620	0.07400	ok	1	
a_halleri	44526at33090	1442.8	483.2	0.00690	0.04940	0.13970	0.05300	ok	1	
a_halleri	46307at33090	1310.7	450.3	0.00300	0.06260	0.04830	0.05500	ok	1	
a_halleri	48027at33090	1278.9	431.1	0.00600	0.05680	0.10500	0.05600	ok	1	
a_halleri	48290at33090	1454.7	480.3	0.01460	0.09080	0.16120	0.10100	ok	1	
a_halleri	48645at33090	1364.1	420.9	0.00450	0.03230	0.13810	0.03300	ok	1	
a_halleri	49092at33090	1241.7	426.3	0.00160	0.07040	0.02290	0.05800	ok	1	
a_halleri	50512at33090	1181.6	339.4	0.02180	0.11970	0.18190	0.13100	ok	1	
a_halleri	50528at33090	1243.3	370.7	0.01260	0.07090	0.17750	0.07800	ok	1	
a_halleri	51214at33090	1390.6	439.4	0.00350	0.05190	0.06720	0.04500	ok	1	
a_halleri	51262at33090	1563.4	545.6	0.01360	0.01700	0.80160	0.04300	ok	1	
a_halleri	52795at33090	1335.3	467.7	0.00920	0.04530	0.20190	0.05600	ok	1	
a_halleri	5305at33090	2391.6	698.4	0.98360	70.37120	0.01400	50.00000	ok	0	ds>1.5
a_halleri	53416at33090	1076.0	439.0	0.01410	0.07650	0.18380	0.09600	ok	1	
a_halleri	53527at33090	2158.9	697.1	0.00410	0.04820	0.08530	0.04500	ok	1	
a_halleri	58672at33090	1018.8	349.2	0.00670	0.09880	0.06760	0.09100	ok	1	
a_halleri	5927at33090	2922.1	1052.9	0.01220	0.03700	0.32880	0.05600	ok	1	
a_halleri	60262at33090	1033.0	341.0	0.00000	0.07490	0.00010	0.05600	omega_boundary	1	
a_halleri	62262at33090	1035.0	360.0	0.00980	0.02620	0.37490	0.04200	ok	1	
a_halleri	63411at33090	1159.8	421.2	0.00660	0.08710	0.07560	0.08400	ok	1	
a_halleri	63853at33090	1067.6	348.4	0.00750	0.05530	0.13640	0.05800	ok	1	
a_halleri	64272at33090	2067.5	611.5	0.00960	0.05680	0.16940	0.06100	ok	1	
a_halleri	6512at33090	2628.8	839.2	0.00970	0.05640	0.17230	0.06300	ok	1	
a_halleri	65263at33090	1355.4	411.6	0.00580	0.06300	0.09180	0.05700	ok	1	
a_halleri	67132at33090	1513.7	496.3	0.00300	0.02960	0.10210	0.02900	ok	1	
a_halleri	67389at33090	1223.4	381.6	0.00330	0.04590	0.07180	0.04000	ok	1	
a_halleri	68169at33090	1774.0	656.0	0.00800	0.04870	0.16490	0.05700	ok	1	
a_halleri	6843at33090	1803.3	608.7	0.00260	0.05830	0.04470	0.05000	ok	1	
a_halleri	68537at33090	1018.2	373.8	0.00790	0.05800	0.13630	0.06400	ok	1	
a_halleri	68957at33090	1266.6	443.4	0.00350	0.04620	0.07500	0.04400	ok	1	
a_halleri	69073at33090	1041.5	371.5	0.01000	0.06350	0.15820	0.07200	ok	1	
a_halleri	69137at33090	1263.7	383.3	0.00750	0.05820	0.12920	0.05800	ok	1	
a_halleri	69505at33090	1094.1	288.9	0.02910	0.06460	0.45070	0.11000	ok	1	
a_halleri	70613at33090	1026.9	353.1	0.00610	0.03230	0.19020	0.03900	ok	1	
a_halleri	71620at33090	1035.1	326.9	0.00390	0.06340	0.06160	0.05500	ok	1	
a_halleri	72992at33090	1302.4	386.6	0.00530	0.08790	0.05990	0.07300	ok	1	
a_halleri	7366at33090	2497.1	724.9	0.00380	0.03980	0.09490	0.03600	ok	1	
a_halleri	74230at33090	1071.4	332.6	0.01300	0.09610	0.13530	0.09800	ok	1	
a_halleri	74742at33090	1042.3	358.7	0.00630	0.04060	0.15480	0.04500	ok	1	
a_halleri	76849at33090	1312.4	454.6	0.00730	0.05000	0.14600	0.05500	ok	1	
a_halleri	79950at33090	976.7	337.3	0.01500	0.05690	0.26410	0.07700	ok	1	
a_halleri	8072at33090	2133.5	740.5	0.00190	0.02600	0.07220	0.02400	ok	1	
a_halleri	83749at33090	1029.5	350.5	0.00510	0.03870	0.13170	0.04100	ok	1	
a_halleri	84264at33090	1727.6	567.4	0.01570	0.04600	0.34030	0.06900	ok	1	
a_halleri	87347at33090	2141.9	714.1	0.01000	0.05080	0.19740	0.06100	ok	1	
a_halleri	87734at33090	1035.4	362.6	0.01060	0.04040	0.26280	0.05500	ok	1	
a_halleri	88295at33090	1008.9	356.1	0.00210	0.07060	0.02930	0.06000	ok	1	
a_halleri	88687at33090	988.4	322.6	0.00400	0.03250	0.12420	0.03300	ok	1	
a_halleri	88771at33090	1233.1	431.9	0.00570	0.05240	0.10870	0.05300	ok	1	
a_halleri	89796at33090	1484.1	555.9	0.00750	0.07880	0.09550	0.08100	ok	1	
a_halleri	90301at33090	1024.2	361.8	0.00290	0.04020	0.07220	0.03800	ok	1	
a_halleri	9044at33090	2349.9	815.1	0.00620	0.05800	0.10730	0.05900	ok	1	
a_halleri	9058at33090	3281.3	1029.7	0.00970	0.03800	0.25610	0.04900	ok	1	
a_halleri	90872at33090	1030.6	331.4	0.01060	0.05070	0.20890	0.06100	ok	1	
a_halleri	92579at33090	857.2	351.8	0.01350	0.03050	0.44330	0.05500	ok	1	
a_halleri	95807at33090	956.1	339.9	0.01120	0.06610	0.17010	0.07700	ok	1	
a_halleri	96953at33090	883.9	274.1	0.01260	0.10480	0.12030	0.10300	ok	1	
a_halleri	97593at33090	915.7	323.3	0.01190	0.04810	0.24780	0.06400	ok	1	
a_halleri	9849at33090	2398.9	823.1	0.01340	0.04090	0.32740	0.06100	ok	1	
a_thaliana	101241at33090	937.4	322.6	0.00640	0.06880	0.09300	0.06700	ok	1	
a_thaliana	101701at33090	2012.0	622.0	0.00990	0.07700	0.12920	0.07700	ok	1	
a_thaliana	102307at33090	774.4	254.6	0.00640	0.04650	0.13830	0.04900	ok	1	
a_thaliana	103267at33090	1416.5	473.5	0.02250	0.06640	0.33940	0.10100	ok	1	
a_thaliana	103382at33090	830.7	273.3	0.02120	0.08230	0.25780	0.10900	ok	1	
a_thaliana	104557at33090	1007.0	376.0	0.01150	0.04060	0.28330	0.05800	ok	1	
a_thaliana	104821at33090	1017.8	311.2	0.00800	0.09310	0.08570	0.08400	ok	1	
a_thaliana	104867at33090	2135.3	612.7	0.01270	0.08930	0.14240	0.08900	ok	1	
a_thaliana	105044at33090	1673.9	489.1	0.00950	0.12090	0.07870	0.10400	ok	1	
a_thaliana	105782at33090	804.7	284.3	0.00510	0.04020	0.12610	0.04300	ok	1	
a_thaliana	105867at33090	949.2	331.8	0.00740	0.07300	0.10180	0.07300	ok	1	
a_thaliana	106769at33090	865.3	283.7	0.00580	0.08590	0.06780	0.07700	ok	1	
a_thaliana	106886at33090	980.5	261.5	0.00930	0.21820	0.04240	0.16000	ok	1	
a_thaliana	107107at33090	1180.8	343.2	0.01890	0.05850	0.32350	0.08400	ok	1	
a_thaliana	108705at33090	1017.5	377.5	0.01670	0.08070	0.20680	0.10200	ok	1	
a_thaliana	10924at33090	2197.5	694.5	0.00680	0.03740	0.18280	0.04300	ok	1	
a_thaliana	109586at33090	1150.1	391.9	0.01380	0.10040	0.13740	0.10700	ok	1	
a_thaliana	109823at33090	771.0	297.0	0.00660	0.03030	0.21870	0.04000	ok	1	
a_thaliana	110222at33090	1372.9	391.1	0.01230	0.07790	0.15770	0.08000	ok	1	
a_thaliana	111210at33090	826.3	268.7	0.00360	0.05360	0.06720	0.04800	ok	1	
a_thaliana	111213at33090	746.7	294.3	0.01090	0.04400	0.24740	0.06100	ok	1	
a_thaliana	111249at33090	911.7	297.3	0.02410	0.07350	0.32780	0.10900	ok	1	
a_thaliana	111924at33090	743.1	231.9	0.00630	0.09420	0.06680	0.08200	ok	1	
a_thaliana	112325at33090	860.5	255.5	0.00570	0.11220	0.05090	0.09000	ok	1	
a_thaliana	112461at33090	1284.8	389.2	0.00510	0.04130	0.12390	0.04100	ok	1	
a_thaliana	112542at33090	765.1	299.9	0.00940	0.08090	0.11600	0.08900	ok	1	
a_thaliana	114996at33090	2996.5	948.5	0.01180	0.04680	0.25210	0.06100	ok	1	
a_thaliana	115240at33090	922.8	319.2	0.00430	0.06980	0.06210	0.06400	ok	1	
a_thaliana	115992at33090	648.8	248.2	0.00310	0.05990	0.05250	0.05700	ok	1	
a_thaliana	116411at33090	822.3	272.7	0.00490	0.07770	0.06350	0.06900	ok	1	
a_thaliana	116516at33090	1216.7	427.3	0.00560	0.09150	0.06170	0.08400	ok	1	
a_thaliana	116585at33090	844.8	277.2	0.00900	0.06490	0.13900	0.06800	ok	1	
a_thaliana	116623at33090	913.4	298.6	0.02410	0.05480	0.43940	0.09500	ok	1	
a_thaliana	117191at33090	862.8	343.2	0.00470	0.04770	0.09760	0.05100	ok	1	
a_thaliana	117247at33090	776.7	264.3	0.00920	0.07320	0.12630	0.07600	ok	1	
a_thaliana	11800at33090	2848.0	947.0	0.00610	0.08100	0.07500	0.07400	ok	1	
a_thaliana	119439at33090	1010.3	393.7	0.00600	0.06430	0.09270	0.06700	ok	1	
a_thaliana	120031at33090	922.8	331.2	0.02360	0.05230	0.45130	0.09400	ok	1	
a_thaliana	120455at33090	706.3	280.7	0.01220	0.06820	0.17960	0.08400	ok	1	
a_thaliana	120589at33090	1227.4	359.6	0.00670	0.08550	0.07800	0.07400	ok	1	
a_thaliana	121281at33090	771.5	293.5	0.01070	0.09750	0.10960	0.10400	ok	1	
a_thaliana	122367at33090	1009.8	418.2	0.02230	0.08890	0.25070	0.12500	ok	1	
a_thaliana	122422at33090	733.1	232.9	0.00690	0.09160	0.07510	0.08200	ok	1	
a_thaliana	122831at33090	1240.9	373.1	0.01400	0.09420	0.14860	0.09800	ok	1	
a_thaliana	122958at33090	766.0	230.0	0.01130	0.08010	0.14170	0.08200	ok	1	
a_thaliana	123838at33090	780.9	254.1	0.02210	0.04660	0.47480	0.08400	ok	1	
a_thaliana	125747at33090	759.4	224.6	0.00960	0.06990	0.13680	0.07000	ok	1	
a_thaliana	126138at33090	1208.9	405.1	0.01480	0.06550	0.22650	0.08300	ok	1	
a_thaliana	126427at33090	721.3	244.7	0.03180	0.11030	0.28850	0.15500	ok	1	
a_thaliana	128774at33090	623.1	219.9	0.01160	0.06720	0.17270	0.07800	ok	1	
a_thaliana	130268at33090	804.4	260.6	0.00880	0.12860	0.06830	0.11400	ok	1	
a_thaliana	130279at33090	904.1	319.9	0.01050	0.12030	0.08690	0.11700	ok	1	
a_thaliana	13039at33090	2189.1	726.9	0.00940	0.07870	0.11930	0.08000	ok	1	
a_thaliana	130637at33090	1044.1	362.9	0.00720	0.06120	0.11690	0.06300	ok	1	
a_thaliana	131556at33090	1068.5	350.5	0.01230	0.09570	0.12890	0.09900	ok	1	
a_thaliana	131874at33090	1471.9	553.1	0.00640	0.05510	0.11710	0.05900	ok	1	
a_thaliana	131914at33090	713.0	250.0	0.00860	0.07570	0.11370	0.07800	ok	1	
a_thaliana	133112at33090	917.1	324.9	0.00770	0.05320	0.14510	0.05900	ok	1	
a_thaliana	133622at33090	861.6	254.4	0.02500	0.09620	0.25970	0.12400	ok	1	
a_thaliana	134078at33090	729.0	261.0	0.00700	0.08980	0.07820	0.08700	ok	1	
a_thaliana	135419at33090	937.5	313.5	0.00980	0.09440	0.10380	0.09300	ok	1	
a_thaliana	135892at33090	1216.4	415.6	0.00920	0.10700	0.08600	0.10200	ok	1	
a_thaliana	136118at33090	1473.1	467.9	0.01080	0.06610	0.16350	0.07200	ok	1	
a_thaliana	136267at33090	755.9	267.1	0.02000	0.04350	0.45990	0.07800	ok	1	
a_thaliana	1363at33090	3646.6	1171.4	0.00740	0.05250	0.14130	0.05500	ok	1	
a_thaliana	13643at33090	1841.1	666.9	0.00330	0.06410	0.05100	0.05800	ok	1	
a_thaliana	136579at33090	1015.0	311.0	0.00820	0.05540	0.14780	0.05800	ok	1	
a_thaliana	137018at33090	888.8	320.2	0.00480	0.08340	0.05810	0.07700	ok	1	
a_thaliana	137771at33090	1559.1	438.9	0.01050	0.08020	0.13080	0.07700	ok	1	
a_thaliana	137787at33090	1490.6	447.4	0.02290	0.12470	0.18340	0.13900	ok	1	
a_thaliana	138782at33090	749.1	252.9	0.00810	0.08770	0.09290	0.08500	ok	1	
a_thaliana	139062at33090	832.1	259.9	0.00720	0.04540	0.15960	0.04900	ok	1	
a_thaliana	139450at33090	1046.0	289.0	0.01340	0.14370	0.09330	0.12500	ok	1	
a_thaliana	139497at33090	2434.6	721.4	0.01420	0.07790	0.18250	0.08600	ok	1	
a_thaliana	140683at33090	782.7	297.3	0.01460	0.04190	0.34920	0.06600	ok	1	
a_thaliana	140876at33090	651.5	230.5	0.01250	0.10330	0.12100	0.10900	ok	1	
a_thaliana	141861at33090	663.0	213.0	0.02320	0.11880	0.19550	0.13900	ok	1	
a_thaliana	1419at33090	4124.4	1443.6	0.01800	0.06100	0.29440	0.08700	ok	1	
a_thaliana	142382at33090	758.4	246.6	0.00900	0.10620	0.08480	0.09900	ok	1	
a_thaliana	142433at33090	777.6	278.4	0.04080	0.09470	0.43120	0.16500	ok	1	
a_thaliana	143102at33090	893.6	351.4	0.01040	0.06290	0.16590	0.07600	ok	1	
a_thaliana	143347at33090	750.6	242.4	0.00950	0.08660	0.10950	0.08500	ok	1	
a_thaliana	143963at33090	716.3	276.7	0.01760	0.06920	0.25490	0.09600	ok	1	
a_thaliana	144144at33090	469.1	145.9	0.00650	0.04680	0.13810	0.04800	ok	1	
a_thaliana	144680at33090	501.3	182.7	0.00890	0.00000	999.00000	0.01900	omega_boundary	1	
a_thaliana	144716at33090	651.0	222.0	0.03150	0.10290	0.30610	0.14900	ok	1	
a_thaliana	144765at33090	743.4	294.6	0.01230	0.07690	0.16000	0.09200	ok	1	
a_thaliana	144990at33090	671.8	237.2	0.00510	0.09310	0.05460	0.08400	ok	1	
a_thaliana	145061at33090	1429.4	517.6	0.01380	0.06220	0.22150	0.08000	ok	1	
a_thaliana	145734at33090	954.7	251.3	0.02390	0.21400	0.11140	0.19000	ok	1	
a_thaliana	146354at33090	662.8	243.2	0.00810	0.06550	0.12430	0.07100	ok	1	
a_thaliana	146469at33090	597.0	231.0	0.01020	0.10410	0.09840	0.10900	ok	1	
a_thaliana	146772at33090	692.7	237.3	0.01090	0.05790	0.18870	0.06900	ok	1	
a_thaliana	146921at33090	536.2	198.8	0.00740	0.15540	0.04750	0.14200	ok	1	
a_thaliana	147083at33090	769.8	265.2	0.02100	0.09180	0.22840	0.11700	ok	1	
a_thaliana	147262at33090	795.6	332.4	0.01120	0.08460	0.13180	0.09800	ok	1	
a_thaliana	148839at33090	947.4	291.6	0.01400	0.06010	0.23270	0.07500	ok	1	
a_thaliana	149782at33090	572.2	195.8	0.00340	0.06140	0.05490	0.05500	ok	1	
a_thaliana	150559at33090	654.7	164.3	0.00830	0.07870	0.10560	0.06700	ok	1	
a_thaliana	152317at33090	675.2	263.8	0.02310	0.07260	0.31840	0.11100	ok	1	
a_thaliana	153820at33090	980.5	333.5	0.00830	0.07030	0.11850	0.07200	ok	1	
a_thaliana	154870at33090	1504.1	523.9	0.01140	0.05840	0.19480	0.07100	ok	1	
a_thaliana	155102at33090	642.4	218.6	0.01270	0.04630	0.27370	0.06400	ok	1	
a_thaliana	1557at33090	3871.0	1262.0	0.01290	0.05420	0.23850	0.06900	ok	1	
a_thaliana	15682at33090	1890.9	653.1	0.00430	0.07220	0.05950	0.06500	ok	1	
a_thaliana	156843at33090	596.1	216.9	0.00500	0.06300	0.07980	0.06100	ok	1	
a_thaliana	156887at33090	611.7	201.3	0.00000	0.06330	0.00010	0.04700	omega_boundary	1	
a_thaliana	158492at33090	614.9	174.1	0.00660	0.11890	0.05530	0.09400	ok	1	
a_thaliana	158957at33090	549.1	167.9	0.01560	0.07070	0.22010	0.08500	ok	1	
a_thaliana	160064at33090	423.8	146.2	0.00000	0.08500	0.00010	0.06500	omega_boundary	1	
a_thaliana	160610at33090	708.2	251.8	0.01860	0.05520	0.33700	0.08500	ok	1	
a_thaliana	160680at33090	1610.6	534.4	0.01210	0.03120	0.38590	0.05000	ok	1	
a_thaliana	161054at33090	825.3	305.7	0.01890	0.05350	0.35280	0.08500	ok	1	
a_thaliana	161066at33090	856.6	349.4	0.01940	0.07690	0.25210	0.10800	ok	1	
a_thaliana	161269at33090	510.5	179.5	0.00580	0.07000	0.08270	0.06700	ok	1	
a_thaliana	161309at33090	1131.8	350.2	0.01680	0.04810	0.34950	0.07300	ok	1	
a_thaliana	161559at33090	665.8	264.2	0.01070	0.05170	0.20700	0.06700	ok	1	
a_thaliana	162794at33090	649.8	217.2	0.00150	0.11030	0.01390	0.08600	ok	1	
a_thaliana	163097at33090	965.0	346.0	0.01650	0.08170	0.20210	0.10100	ok	1	
a_thaliana	163701at33090	681.9	215.1	0.00940	0.06150	0.15240	0.06600	ok	1	
a_thaliana	163833at33090	951.9	341.1	0.00970	0.04290	0.22650	0.05500	ok	1	
a_thaliana	164019at33090	799.4	253.6	0.01950	0.03850	0.50640	0.07200	ok	1	
a_thaliana	164556at33090	593.6	219.4	0.01940	0.06310	0.30670	0.09300	ok	1	
a_thaliana	165103at33090	666.2	227.8	0.00000	0.00000	0.00010	0.00000	omega_boundary	1	
a_thaliana	166645at33090	4121.7	1344.3	0.01090	0.04040	0.26870	0.05400	ok	1	
a_thaliana	167076at33090	520.2	160.8	0.00190	0.08000	0.02420	0.06100	ok	1	
a_thaliana	167217at33090	565.0	188.0	0.01260	0.13690	0.09220	0.13100	ok	1	
a_thaliana	16726at33090	2046.1	716.9	0.01510	0.04990	0.30270	0.07200	ok	1	
a_thaliana	167325at33090	572.5	216.5	0.02720	0.05880	0.46210	0.10700	ok	1	
a_thaliana	167809at33090	429.4	167.6	0.00470	0.09570	0.04890	0.09100	ok	1	
a_thaliana	167850at33090	509.0	166.0	0.01430	0.03150	0.45370	0.05600	ok	1	
a_thaliana	167932at33090	553.6	202.4	0.04130	0.08580	0.48160	0.16000	ok	1	
a_thaliana	168269at33090	574.2	181.8	0.00870	0.05740	0.15080	0.06100	ok	1	
a_thaliana	168270at33090	855.9	266.1	0.00360	0.07310	0.04910	0.06000	ok	1	
a_thaliana	168563at33090	511.5	190.5	0.03710	0.14860	0.24950	0.20200	ok	1	
a_thaliana	169007at33090	476.0	190.0	0.00420	0.08270	0.05090	0.08000	ok	1	
a_thaliana	170939at33090	1075.9	361.1	0.00830	0.07700	0.10820	0.07700	ok	1	
a_thaliana	170945at33090	1202.1	435.9	0.00580	0.07490	0.07730	0.07300	ok	1	
a_thaliana	171195at33090	541.4	178.6	0.01590	0.14560	0.10930	0.14400	ok	1	
a_thaliana	171627at33090	441.0	129.0	0.00220	0.07710	0.02870	0.05700	ok	1	
a_thaliana	171708at33090	711.4	254.6	0.01000	0.05430	0.18450	0.06500	ok	1	
a_thaliana	171767at33090	558.9	221.1	0.01470	0.08330	0.17620	0.10200	ok	1	
a_thaliana	172000at33090	980.9	321.1	0.00590	0.05230	0.11200	0.05200	ok	1	
a_thaliana	172535at33090	1012.7	334.3	0.01120	0.06560	0.17030	0.07400	ok	1	
a_thaliana	172666at33090	604.5	208.5	0.01680	0.05180	0.32360	0.07700	ok	1	
a_thaliana	173119at33090	695.0	202.0	0.02200	0.14480	0.15170	0.14900	ok	1	
a_thaliana	173143at33090	1417.2	769.8	0.02070	0.06420	0.32160	0.10800	ok	1	
a_thaliana	173477at33090	440.7	132.3	0.00000	0.07470	0.00010	0.05200	omega_boundary	1	
a_thaliana	174213at33090	577.8	157.2	0.00970	0.12300	0.07880	0.10200	ok	1	
a_thaliana	174767at33090	508.2	178.8	0.00200	0.06370	0.03100	0.05400	ok	1	
a_thaliana	175583at33090	465.0	147.0	0.01770	0.05220	0.33970	0.07800	ok	1	
a_thaliana	175792at33090	541.6	136.4	0.00750	0.11310	0.06670	0.08600	ok	1	
a_thaliana	176016at33090	386.3	135.7	0.00000	0.04890	0.00010	0.03800	omega_boundary	1	
a_thaliana	176328at33090	1189.4	400.6	0.03220	0.15030	0.21440	0.18600	ok	1	
a_thaliana	177296at33090	368.1	114.9	0.00280	0.05330	0.05190	0.04400	ok	1	
a_thaliana	177720at33090	1584.3	578.7	0.01520	0.07430	0.20440	0.09300	ok	1	
a_thaliana	177964at33090	577.5	190.5	0.00700	0.05250	0.13290	0.05500	ok	1	
a_thaliana	178386at33090	679.9	232.1	0.00340	0.04290	0.07840	0.04000	ok	1	
a_thaliana	179975at33090	610.6	229.4	0.00500	0.11800	0.04190	0.10800	ok	1	
a_thaliana	180408at33090	595.5	205.5	0.00230	0.05290	0.04410	0.04600	ok	1	
a_thaliana	180466at33090	726.2	260.8	0.01070	0.05570	0.19270	0.06800	ok	1	
a_thaliana	180674at33090	672.5	263.5	0.00300	0.05130	0.05890	0.05000	ok	1	
a_thaliana	181108at33090	520.4	196.6	0.00780	0.11280	0.06920	0.11000	ok	1	
a_thaliana	182493at33090	686.5	264.5	0.01070	0.11380	0.09430	0.11800	ok	1	
a_thaliana	182513at33090	943.5	343.5	0.01200	0.08540	0.14100	0.09500	ok	1	
a_thaliana	183313at33090	761.5	213.5	0.01190	0.07650	0.15560	0.07800	ok	1	
a_thaliana	183396at33090	493.2	142.8	0.01010	0.09190	0.11000	0.08500	ok	1	
a_thaliana	183719at33090	1086.9	377.1	0.01360	0.04790	0.28280	0.06700	ok	1	
a_thaliana	183931at33090	739.4	202.6	0.00140	0.09850	0.01380	0.06700	ok	1	
a_thaliana	184405at33090	1105.8	349.2	0.03490	0.11030	0.31630	0.15900	ok	1	
a_thaliana	18455at33090	1716.6	557.4	0.01030	0.04900	0.20990	0.05900	ok	1	
a_thaliana	185172at33090	425.1	144.9	0.00240	0.04450	0.05330	0.03900	ok	1	
a_thaliana	185214at33090	611.6	228.4	0.00970	0.06410	0.15070	0.07300	ok	1	
a_thaliana	1855at33090	4762.2	1609.8	0.01130	0.05650	0.19960	0.06800	ok	1	
a_thaliana	185696at33090	1436.9	426.1	0.02340	0.10100	0.23150	0.12300	ok	1	
a_thaliana	185941at33090	537.9	203.1	0.00720	0.06550	0.10920	0.06900	ok	1	
a_thaliana	186340at33090	616.3	244.7	0.01120	0.06960	0.16050	0.08300	ok	1	
a_thaliana	187462at33090	1060.4	343.6	0.01320	0.10370	0.12700	0.10600	ok	1	
a_thaliana	187866at33090	290.4	108.6	0.02560	0.07970	0.32110	0.12100	ok	1	
a_thaliana	187914at33090	993.3	308.7	0.00900	0.09810	0.09140	0.09000	ok	1	
a_thaliana	18801at33090	2327.4	801.6	0.01110	0.07250	0.15370	0.08100	ok	1	
a_thaliana	188180at33090	513.2	176.8	0.00800	0.04470	0.17870	0.05200	ok	1	
a_thaliana	188436at33090	511.1	184.9	0.00000	0.06820	0.00010	0.05400	omega_boundary	1	
a_thaliana	188583at33090	894.4	311.6	0.01260	0.06460	0.19510	0.07800	ok	1	
a_thaliana	188938at33090	609.8	221.2	0.06400	0.12720	0.50340	0.24200	ok	1	
a_thaliana	189891at33090	815.2	288.8	0.00370	0.08230	0.04470	0.07300	ok	1	
a_thaliana	190390at33090	732.9	245.1	0.01540	0.08930	0.17230	0.10200	ok	1	
a_thaliana	191396at33090	884.5	264.5	0.01130	0.09580	0.11810	0.09200	ok	1	
a_thaliana	191581at33090	593.5	198.5	0.01380	0.09190	0.14960	0.10000	ok	1	
a_thaliana	192090at33090	1798.8	517.2	0.01370	0.07130	0.19290	0.08000	ok	1	
a_thaliana	192456at33090	475.4	145.6	0.73750	68.69110	0.01070	50.00000	ok	0	ds>1.5
a_thaliana	192750at33090	640.7	196.3	0.00160	0.07030	0.02220	0.05300	ok	1	
a_thaliana	193351at33090	260.5	78.5	0.01170	0.19020	0.06160	0.15900	ok	1	
a_thaliana	193437at33090	608.7	180.3	0.04110	0.12250	0.33590	0.17900	ok	1	
a_thaliana	193683at33090	554.5	156.5	0.00910	0.11250	0.08090	0.09600	ok	1	
a_thaliana	193777at33090	714.4	263.6	0.00270	0.05840	0.04610	0.05300	ok	1	
a_thaliana	193982at33090	503.5	168.5	0.01730	0.06800	0.25470	0.09000	ok	1	
a_thaliana	194002at33090	529.5	163.5	0.02730	0.08940	0.30510	0.12600	ok	1	
a_thaliana	194293at33090	758.3	243.7	0.04770	0.10410	0.45830	0.18400	ok	1	
a_thaliana	194372at33090	344.1	108.9	0.00400	0.18260	0.02200	0.14100	ok	1	
a_thaliana	194467at33090	569.8	243.2	0.00700	0.08300	0.08400	0.08900	ok	1	
a_thaliana	195185at33090	631.1	211.9	0.01430	0.11950	0.11960	0.12200	ok	1	
a_thaliana	195354at33090	464.4	162.6	0.01240	0.07060	0.17550	0.08200	ok	1	
a_thaliana	195527at33090	942.8	317.2	0.00640	0.07840	0.08140	0.07400	ok	1	
a_thaliana	195843at33090	526.8	163.2	0.00960	0.05260	0.18270	0.05900	ok	1	
a_thaliana	196198at33090	387.2	161.8	0.00780	0.04780	0.16290	0.05900	ok	1	
a_thaliana	196324at33090	639.9	182.1	0.01940	0.15230	0.12760	0.14700	ok	1	
a_thaliana	196325at33090	762.0	267.0	0.01000	0.04810	0.20860	0.06000	ok	1	
a_thaliana	196410at33090	525.5	137.5	0.05650	0.26030	0.21700	0.29600	ok	1	
a_thaliana	196443at33090	471.0	192.0	0.01410	0.05570	0.25380	0.07900	ok	1	
a_thaliana	196490at33090	771.1	281.9	0.01270	0.06750	0.18870	0.08200	ok	1	
a_thaliana	196512at33090	1112.5	348.5	0.01310	0.11030	0.11880	0.10900	ok	1	
a_thaliana	196850at33090	479.1	165.9	0.02080	0.11960	0.17380	0.13900	ok	1	
a_thaliana	196873at33090	418.8	151.2	0.00480	0.01130	0.42770	0.02000	ok	1	
a_thaliana	196991at33090	647.7	147.3	0.01120	0.13410	0.08340	0.10200	ok	1	
a_thaliana	197780at33090	779.9	261.1	0.01680	0.08200	0.20510	0.10000	ok	1	
a_thaliana	197838at33090	397.4	127.6	0.01540	0.08770	0.17550	0.09900	ok	1	
a_thaliana	198012at33090	335.8	123.2	0.00610	0.11260	0.05380	0.10400	ok	1	
a_thaliana	198570at33090	751.3	229.7	0.01340	0.05580	0.24050	0.07000	ok	1	
a_thaliana	199163at33090	846.6	314.4	0.02770	0.06880	0.40250	0.11600	ok	1	
a_thaliana	199618at33090	994.7	298.3	0.01230	0.13440	0.09140	0.12100	ok	1	
a_thaliana	199795at33090	482.2	183.8	0.01260	0.09720	0.12940	0.10800	ok	1	
a_thaliana	200316at33090	1032.0	360.0	0.01340	0.10730	0.12520	0.11300	ok	1	
a_thaliana	200488at33090	968.9	306.1	0.00720	0.05010	0.14320	0.05200	ok	1	
