gene_id	dataset_index	tip	branch	t	N	S	omega	dN	dS	lnL	kappa	is_terminal	qc_flag
131914at33090	17	a_halleri	5..1	0.061	713.0	250.0	0.1088	0.0065	0.0599	-1698.378814	1.81223	True	ok
131914at33090	17	a_thaliana	5..2	0.078	713.0	250.0	0.1137	0.0086	0.0757	-1698.378814	1.81223	True	ok
133112at33090	18	c_grandiflora	4..3	0.069	917.1	324.9	0.1719	0.0102	0.0593	-2171.850159	1.50347	True	ok
133112at33090	18		4..5	0.079	917.1	324.9	0.1719	0.0117	0.0682	-2171.850159	1.50347	False	ok
133112at33090	18	a_halleri	5..1	0.062	917.1	324.9	0.1719	0.0091	0.0532	-2171.850159	1.50347	True	ok
133112at33090	18	a_thaliana	5..2	0.059	917.1	324.9	0.1451	0.0077	0.0532	-2171.850159	1.50347	True	ok
133622at33090	19	c_grandiflora	4..3	0.112	861.6	254.4	0.2018	0.0196	0.097	-2195.121193	1.69377	True	ok
133622at33090	19		4..5	0.134	861.6	254.4	0.2018	0.0236	0.1168	-2195.121193	1.69377	False	ok
133622at33090	19	a_halleri	5..1	0.103	861.6	254.4	0.2018	0.018	0.0893	-2195.121193	1.69377	True	ok
133622at33090	19	a_thaliana	5..2	0.124	861.6	254.4	0.2597	0.025	0.0962	-2195.121193	1.69377	True	ok
134078at33090	20	c_grandiflora	4..3	0.02	729.0	261.0	0.0474	0.0011	0.0223	-1673.843899	1.89204	True	ok
134078at33090	20		4..5	0.122	729.0	261.0	0.0474	0.0065	0.136	-1673.843899	1.89204	False	ok
134078at33090	20	a_halleri	5..1	0.041	729.0	261.0	0.0474	0.0022	0.0456	-1673.843899	1.89204	True	ok
134078at33090	20	a_thaliana	5..2	0.087	729.0	261.0	0.0782	0.007	0.0898	-1673.843899	1.89204	True	ok
135419at33090	1	c_grandiflora	4..3	0.104	937.5	313.5	0.1508	0.0144	0.0953	-2248.713958	2.3165	True	ok
135419at33090	1		4..5	0.079	937.5	313.5	0.1508	0.0109	0.0722	-2248.713958	2.3165	False	ok
135419at33090	1	a_halleri	5..1	0.056	937.5	313.5	0.1508	0.0077	0.0511	-2248.713958	2.3165	True	ok
135419at33090	1	a_thaliana	5..2	0.093	937.5	313.5	0.1038	0.0098	0.0944	-2248.713958	2.3165	True	ok
135892at33090	2	c_grandiflora	4..3	0.089	1216.4	415.6	0.0962	0.0088	0.0913	-2858.42582	1.72988	True	ok
135892at33090	2		4..5	0.038	1216.4	415.6	0.0962	0.0037	0.0388	-2858.42582	1.72988	False	ok
135892at33090	2	a_halleri	5..1	0.059	1216.4	415.6	0.0962	0.0058	0.06	-2858.42582	1.72988	True	ok
135892at33090	2	a_thaliana	5..2	0.102	1216.4	415.6	0.086	0.0092	0.107	-2858.42582	1.72988	True	ok
136118at33090	3	c_grandiflora	4..3	0.122	1473.1	467.9	0.0987	0.0127	0.1289	-3574.830836	1.24798	True	ok
136118at33090	3		4..5	0.09	1473.1	467.9	0.0987	0.0093	0.0946	-3574.830836	1.24798	False	ok
136118at33090	3	a_halleri	5..1	0.076	1473.1	467.9	0.0987	0.0079	0.0801	-3574.830836	1.24798	True	ok
136118at33090	3	a_thaliana	5..2	0.072	1473.1	467.9	0.1635	0.0108	0.0661	-3574.830836	1.24798	True	ok
136267at33090	4	c_grandiflora	4..3	0.088	755.9	267.1	0.3648	0.0201	0.0552	-1895.772084	2.15467	True	ok
136267at33090	4		4..5	0.105	755.9	267.1	0.3648	0.024	0.0659	-1895.772084	2.15467	False	ok
136267at33090	4	a_halleri	5..1	0.053	755.9	267.1	0.3648	0.0122	0.0336	-1895.772084	2.15467	True	ok
136267at33090	4	a_thaliana	5..2	0.078	755.9	267.1	0.4599	0.02	0.0435	-1895.772084	2.15467	True	ok
1363at33090	5	c_grandiflora	4..3	0.045	3646.6	1171.4	0.1144	0.0052	0.0456	-8057.131832	2.17794	True	ok
1363at33090	5		4..5	0.091	3646.6	1171.4	0.1144	0.0105	0.0919	-8057.131832	2.17794	False	ok
1363at33090	5	a_halleri	5..1	0.028	3646.6	1171.4	0.1144	0.0033	0.0285	-8057.131832	2.17794	True	ok
1363at33090	5	a_thaliana	5..2	0.055	3646.6	1171.4	0.1413	0.0074	0.0525	-8057.131832	2.17794	True	ok
13643at33090	6	c_grandiflora	4..3	0.082	1841.1	666.9	0.0543	0.0049	0.0897	-4182.241017	1.78744	True	ok
13643at33090	6		4..5	0.041	1841.1	666.9	0.0543	0.0024	0.0442	-4182.241017	1.78744	False	ok
13643at33090	6	a_halleri	5..1	0.044	1841.1	666.9	0.0543	0.0026	0.048	-4182.241017	1.78744	True	ok
13643at33090	6	a_thaliana	5..2	0.058	1841.1	666.9	0.051	0.0033	0.0641	-4182.241017	1.78744	True	ok
136579at33090	7	c_grandiflora	4..3	0.051	1015.0	311.0	0.1827	0.0083	0.0452	-2312.266482	2.81038	True	ok
136579at33090	7		4..5	0.071	1015.0	311.0	0.1827	0.0115	0.0631	-2312.266482	2.81038	False	ok
136579at33090	7	a_halleri	5..1	0.086	1015.0	311.0	0.1827	0.014	0.0769	-2312.266482	2.81038	True	ok
136579at33090	7	a_thaliana	5..2	0.058	1015.0	311.0	0.1478	0.0082	0.0554	-2312.266482	2.81038	True	ok
137018at33090	8	c_grandiflora	4..3	0.095	888.8	320.2	0.0703	0.007	0.1	-2151.769727	2.41106	True	ok
137018at33090	8		4..5	0.098	888.8	320.2	0.0703	0.0072	0.1031	-2151.769727	2.41106	False	ok
137018at33090	8	a_halleri	5..1	0.062	888.8	320.2	0.0703	0.0046	0.0656	-2151.769727	2.41106	True	ok
137018at33090	8	a_thaliana	5..2	0.077	888.8	320.2	0.0581	0.0048	0.0834	-2151.769727	2.41106	True	ok
137771at33090	9	c_grandiflora	4..3	0.074	1559.1	438.9	0.0819	0.0072	0.0875	-3351.517991	1.48043	True	ok
137771at33090	9		4..5	0.02	1559.1	438.9	0.0819	0.002	0.024	-3351.517991	1.48043	False	ok
137771at33090	9	a_halleri	5..1	0.061	1559.1	438.9	0.0819	0.0059	0.0717	-3351.517991	1.48043	True	ok
137771at33090	9	a_thaliana	5..2	0.077	1559.1	438.9	0.1308	0.0105	0.0802	-3351.517991	1.48043	True	ok
137787at33090	10	c_grandiflora	4..3	0.072	1490.6	447.4	0.2452	0.014	0.0571	-3685.458286	1.99831	True	ok
137787at33090	10		4..5	0.114	1490.6	447.4	0.2452	0.0222	0.0904	-3685.458286	1.99831	False	ok
137787at33090	10	a_halleri	5..1	0.072	1490.6	447.4	0.2452	0.014	0.0569	-3685.458286	1.99831	True	ok
137787at33090	10	a_thaliana	5..2	0.139	1490.6	447.4	0.1834	0.0229	0.1247	-3685.458286	1.99831	True	ok
138782at33090	11	c_grandiflora	4..3	0.046	749.1	252.9	0.1614	0.0066	0.041	-1812.702727	1.86223	True	ok
138782at33090	11		4..5	0.102	749.1	252.9	0.1614	0.0147	0.091	-1812.702727	1.86223	False	ok
138782at33090	11	a_halleri	5..1	0.087	749.1	252.9	0.1614	0.0125	0.0774	-1812.702727	1.86223	True	ok
138782at33090	11	a_thaliana	5..2	0.085	749.1	252.9	0.0929	0.0081	0.0877	-1812.702727	1.86223	True	ok
139062at33090	12	c_grandiflora	4..3	0.045	832.1	259.9	0.2104	0.0079	0.0374	-1851.460009	2.02483	True	ok
139062at33090	12		4..5	0.102	832.1	259.9	0.2104	0.0179	0.085	-1851.460009	2.02483	False	ok
139062at33090	12	a_halleri	5..1	0.059	832.1	259.9	0.2104	0.0103	0.0491	-1851.460009	2.02483	True	ok
139062at33090	12	a_thaliana	5..2	0.049	832.1	259.9	0.1596	0.0072	0.0454	-1851.460009	2.02483	True	ok
139450at33090	13	c_grandiflora	4..3	0.13	1046.0	289.0	0.2458	0.026	0.1059	-2562.582803	1.28756	True	ok
139450at33090	13		4..5	0.115	1046.0	289.0	0.2458	0.023	0.0937	-2562.582803	1.28756	False	ok
139450at33090	13	a_halleri	5..1	0.065	1046.0	289.0	0.2458	0.013	0.0529	-2562.582803	1.28756	True	ok
139450at33090	13	a_thaliana	5..2	0.125	1046.0	289.0	0.0933	0.0134	0.1437	-2562.582803	1.28756	True	ok
139497at33090	14	c_grandiflora	4..3	0.076	2434.6	721.4	0.1763	0.0123	0.0698	-5825.711661	1.70104	True	ok
139497at33090	14		4..5	0.116	2434.6	721.4	0.1763	0.0187	0.1062	-5825.711661	1.70104	False	ok
139497at33090	14	a_halleri	5..1	0.071	2434.6	721.4	0.1763	0.0115	0.065	-5825.711661	1.70104	True	ok
139497at33090	14	a_thaliana	5..2	0.086	2434.6	721.4	0.1825	0.0142	0.0779	-5825.711661	1.70104	True	ok
140683at33090	15	c_grandiflora	4..3	0.13	782.7	297.3	0.3208	0.0274	0.0855	-2103.490412	1.3366	True	ok
140683at33090	15		4..5	0.122	782.7	297.3	0.3208	0.0257	0.0802	-2103.490412	1.3366	False	ok
140683at33090	15	a_halleri	5..1	0.082	782.7	297.3	0.3208	0.0172	0.0535	-2103.490412	1.3366	True	ok
140683at33090	15	a_thaliana	5..2	0.066	782.7	297.3	0.3492	0.0146	0.0419	-2103.490412	1.3366	True	ok
140876at33090	16	c_grandiflora	4..3	0.145	651.5	230.5	0.125	0.0171	0.1365	-1596.98511	2.98846	True	ok
140876at33090	16		4..5	0.067	651.5	230.5	0.125	0.0079	0.0632	-1596.98511	2.98846	False	ok
140876at33090	16	a_halleri	5..1	0.03	651.5	230.5	0.125	0.0035	0.0284	-1596.98511	2.98846	True	ok
140876at33090	16	a_thaliana	5..2	0.109	651.5	230.5	0.121	0.0125	0.1033	-1596.98511	2.98846	True	ok
141861at33090	17	c_grandiflora	4..3	0.125	663.0	213.0	0.3178	0.0275	0.0864	-1773.139661	2.40046	True	ok
141861at33090	17		4..5	0.111	663.0	213.0	0.3178	0.0243	0.0765	-1773.139661	2.40046	False	ok
141861at33090	17	a_halleri	5..1	0.109	663.0	213.0	0.3178	0.0239	0.0752	-1773.139661	2.40046	True	ok
141861at33090	17	a_thaliana	5..2	0.139	663.0	213.0	0.1955	0.0232	0.1188	-1773.139661	2.40046	True	ok
1419at33090	18	c_grandiflora	4..3	0.101	4124.4	1443.6	0.2922	0.0207	0.0709	-10281.55003	2.73968	True	ok
1419at33090	18		4..5	0.099	4124.4	1443.6	0.2922	0.0204	0.0697	-10281.55003	2.73968	False	ok
1419at33090	18	a_halleri	5..1	0.049	4124.4	1443.6	0.2922	0.01	0.0343	-10281.55003	2.73968	True	ok
1419at33090	18	a_thaliana	5..2	0.087	4124.4	1443.6	0.2944	0.018	0.061	-10281.55003	2.73968	True	ok
142382at33090	19	c_grandiflora	4..3	0.04	758.4	246.6	0.0914	0.0039	0.0427	-1759.228508	1.98926	True	ok
142382at33090	19		4..5	0.092	758.4	246.6	0.0914	0.0089	0.0973	-1759.228508	1.98926	False	ok
142382at33090	19	a_halleri	5..1	0.068	758.4	246.6	0.0914	0.0066	0.0719	-1759.228508	1.98926	True	ok
142382at33090	19	a_thaliana	5..2	0.099	758.4	246.6	0.0848	0.009	0.1062	-1759.228508	1.98926	True	ok
142433at33090	20	c_grandiflora	4..3	0.08	777.6	278.4	0.267	0.0155	0.0581	-2139.44723	2.38684	True	ok
142433at33090	20		4..5	0.13	777.6	278.4	0.267	0.0251	0.0941	-2139.44723	2.38684	False	ok
142433at33090	20	a_halleri	5..1	0.1	777.6	278.4	0.267	0.0193	0.0724	-2139.44723	2.38684	True	ok
142433at33090	20	a_thaliana	5..2	0.165	777.6	278.4	0.4312	0.0408	0.0947	-2139.44723	2.38684	True	ok
143102at33090	1	c_grandiflora	4..3	0.066	893.6	351.4	0.1488	0.0084	0.0562	-2237.339319	2.20795	True	ok
143102at33090	1		4..5	0.124	893.6	351.4	0.1488	0.0157	0.1058	-2237.339319	2.20795	False	ok
143102at33090	1	a_halleri	5..1	0.055	893.6	351.4	0.1488	0.007	0.0472	-2237.339319	2.20795	True	ok
143102at33090	1	a_thaliana	5..2	0.076	893.6	351.4	0.1659	0.0104	0.0629	-2237.339319	2.20795	True	ok
143347at33090	2	c_grandiflora	4..3	0.067	750.6	242.4	0.0902	0.0064	0.0714	-1748.096164	1.41154	True	ok
143347at33090	2		4..5	0.089	750.6	242.4	0.0902	0.0086	0.0952	-1748.096164	1.41154	False	ok
143347at33090	2	a_halleri	5..1	0.057	750.6	242.4	0.0902	0.0055	0.0612	-1748.096164	1.41154	True	ok
143347at33090	2	a_thaliana	5..2	0.085	750.6	242.4	0.1095	0.0095	0.0866	-1748.096164	1.41154	True	ok
143963at33090	3	c_grandiflora	4..3	0.09	716.3	276.7	0.4078	0.0214	0.0524	-1917.102704	2.49956	True	ok
143963at33090	3		4..5	0.086	716.3	276.7	0.4078	0.0203	0.0498	-1917.102704	2.49956	False	ok
143963at33090	3	a_halleri	5..1	0.104	716.3	276.7	0.4078	0.0246	0.0604	-1917.102704	2.49956	True	ok
143963at33090	3	a_thaliana	5..2	0.096	716.3	276.7	0.2549	0.0176	0.0692	-1917.102704	2.49956	True	ok
144144at33090	4	c_grandiflora	4..3	0.051	469.1	145.9	0.1303	0.0065	0.0501	-1040.131316	1.90702	True	ok
144144at33090	4		4..5	0.077	469.1	145.9	0.1303	0.0099	0.0759	-1040.131316	1.90702	False	ok
144144at33090	4	a_halleri	5..1	0.058	469.1	145.9	0.1303	0.0075	0.0579	-1040.131316	1.90702	True	ok
144144at33090	4	a_thaliana	5..2	0.048	469.1	145.9	0.1381	0.0065	0.0468	-1040.131316	1.90702	True	ok
144680at33090	5	c_grandiflora	4..3	4.838	501.3	182.7	0.0915	0.4415	4.8257	-1902.328674	1.34738	True	ok
144680at33090	5		4..5	4.816	501.3	182.7	0.0915	0.4395	4.8037	-1902.328674	1.34738	False	ok
144680at33090	5	a_halleri	5..1	0.108	501.3	182.7	0.0915	0.0099	0.1078	-1902.328674	1.34738	True	ok
144680at33090	5	a_thaliana	5..2	0.019	501.3	182.7	999.0	0.0089	0.0	-1902.328674	1.34738	True	omega_boundary
144716at33090	6	c_grandiflora	4..3	0.102	651.0	222.0	0.2869	0.0209	0.0727	-1862.357697	1.78572	True	ok
144716at33090	6		4..5	0.085	651.0	222.0	0.2869	0.0173	0.0603	-1862.357697	1.78572	False	ok
144716at33090	6	a_halleri	5..1	0.249	651.0	222.0	0.2869	0.0509	0.1773	-1862.357697	1.78572	True	ok
144716at33090	6	a_thaliana	5..2	0.149	651.0	222.0	0.3061	0.0315	0.1029	-1862.357697	1.78572	True	ok
144765at33090	7	c_grandiflora	4..3	0.105	743.4	294.6	0.0982	0.0097	0.099	-1923.330897	2.57428	True	ok
144765at33090	7		4..5	0.119	743.4	294.6	0.0982	0.011	0.1116	-1923.330897	2.57428	False	ok
144765at33090	7	a_halleri	5..1	0.063	743.4	294.6	0.0982	0.0058	0.059	-1923.330897	2.57428	True	ok
144765at33090	7	a_thaliana	5..2	0.092	743.4	294.6	0.16	0.0123	0.0769	-1923.330897	2.57428	True	ok
144990at33090	8	c_grandiflora	4..3	0.096	671.8	237.2	0.0937	0.0091	0.0968	-1602.842581	1.97233	True	ok
144990at33090	8		4..5	0.083	671.8	237.2	0.0937	0.0079	0.0842	-1602.842581	1.97233	False	ok
144990at33090	8	a_halleri	5..1	0.056	671.8	237.2	0.0937	0.0053	0.0567	-1602.842581	1.97233	True	ok
144990at33090	8	a_thaliana	5..2	0.084	671.8	237.2	0.0546	0.0051	0.0931	-1602.842581	1.97233	True	ok
145061at33090	9	c_grandiflora	4..3	0.086	1429.4	517.6	0.1587	0.0119	0.075	-3525.995477	2.23061	True	ok
145061at33090	9		4..5	0.077	1429.4	517.6	0.1587	0.0107	0.0673	-3525.995477	2.23061	False	ok
145061at33090	9	a_halleri	5..1	0.063	1429.4	517.6	0.1587	0.0087	0.0551	-3525.995477	2.23061	True	ok
145061at33090	9	a_thaliana	5..2	0.08	1429.4	517.6	0.2215	0.0138	0.0622	-3525.995477	2.23061	True	ok
145734at33090	10	c_grandiflora	4..3	0.07	954.7	251.3	0.0689	0.0061	0.0882	-2242.359953	1.26336	True	ok
145734at33090	10		4..5	0.1	954.7	251.3	0.0689	0.0087	0.1269	-2242.359953	1.26336	False	ok
145734at33090	10	a_halleri	5..1	0.054	954.7	251.3	0.0689	0.0047	0.0683	-2242.359953	1.26336	True	ok
145734at33090	10	a_thaliana	5..2	0.19	954.7	251.3	0.1114	0.0239	0.214	-2242.359953	1.26336	True	ok
146354at33090	11	c_grandiflora	4..3	0.12	662.8	243.2	0.0831	0.0101	0.1211	-1685.240593	2.39831	True	ok
146354at33090	11		4..5	0.127	662.8	243.2	0.0831	0.0107	0.1287	-1685.240593	2.39831	False	ok
146354at33090	11	a_halleri	5..1	0.114	662.8	243.2	0.0831	0.0096	0.1149	-1685.240593	2.39831	True	ok
146354at33090	11	a_thaliana	5..2	0.071	662.8	243.2	0.1243	0.0081	0.0655	-1685.240593	2.39831	True	ok
146469at33090	12	c_grandiflora	4..3	0.123	597.0	231.0	0.0999	0.0117	0.1166	-1596.067128	1.83109	True	ok
146469at33090	12		4..5	0.143	597.0	231.0	0.0999	0.0136	0.1362	-1596.067128	1.83109	False	ok
146469at33090	12	a_halleri	5..1	0.103	597.0	231.0	0.0999	0.0097	0.0974	-1596.067128	1.83109	True	ok
146469at33090	12	a_thaliana	5..2	0.109	597.0	231.0	0.0984	0.0102	0.1041	-1596.067128	1.83109	True	ok
146772at33090	13	c_grandiflora	4..3	0.108	692.7	237.3	0.2197	0.0189	0.0862	-1746.984325	1.76637	True	ok
146772at33090	13		4..5	0.099	692.7	237.3	0.2197	0.0173	0.0786	-1746.984325	1.76637	False	ok
146772at33090	13	a_halleri	5..1	0.11	692.7	237.3	0.2197	0.0192	0.0876	-1746.984325	1.76637	True	ok
146772at33090	13	a_thaliana	5..2	0.069	692.7	237.3	0.1887	0.0109	0.0579	-1746.984325	1.76637	True	ok
146921at33090	14	c_grandiflora	4..3	0.078	536.2	198.8	0.0396	0.0034	0.0868	-1303.42981	2.37181	True	ok
146921at33090	14		4..5	0.089	536.2	198.8	0.0396	0.0039	0.0988	-1303.42981	2.37181	False	ok
146921at33090	14	a_halleri	5..1	0.051	536.2	198.8	0.0396	0.0023	0.0569	-1303.42981	2.37181	True	ok
146921at33090	14	a_thaliana	5..2	0.142	536.2	198.8	0.0475	0.0074	0.1554	-1303.42981	2.37181	True	ok
147083at33090	15	c_grandiflora	4..3	0.119	769.8	265.2	0.2418	0.0221	0.0912	-2030.021602	2.54435	True	ok
147083at33090	15		4..5	0.144	769.8	265.2	0.2418	0.0265	0.1097	-2030.021602	2.54435	False	ok
147083at33090	15	a_halleri	5..1	0.069	769.8	265.2	0.2418	0.0128	0.053	-2030.021602	2.54435	True	ok
147083at33090	15	a_thaliana	5..2	0.117	769.8	265.2	0.2284	0.021	0.0918	-2030.021602	2.54435	True	ok
147262at33090	16	c_grandiflora	4..3	0.137	795.6	332.4	0.1293	0.0153	0.1185	-2122.814921	1.82212	True	ok
147262at33090	16		4..5	0.06	795.6	332.4	0.1293	0.0067	0.052	-2122.814921	1.82212	False	ok
147262at33090	16	a_halleri	5..1	0.094	795.6	332.4	0.1293	0.0106	0.0816	-2122.814921	1.82212	True	ok
147262at33090	16	a_thaliana	5..2	0.098	795.6	332.4	0.1318	0.0112	0.0846	-2122.814921	1.82212	True	ok
148839at33090	17	c_grandiflora	4..3	0.005	947.4	291.6	0.0388	0.0002	0.0062	-2029.2658	1.33397	True	ok
148839at33090	17		4..5	0.075	947.4	291.6	0.0388	0.0037	0.0949	-2029.2658	1.33397	False	ok
148839at33090	17	a_halleri	5..1	0.029	947.4	291.6	0.0388	0.0014	0.0363	-2029.2658	1.33397	True	ok
148839at33090	17	a_thaliana	5..2	0.075	947.4	291.6	0.2327	0.014	0.0601	-2029.2658	1.33397	True	ok
149782at33090	18	c_grandiflora	4..3	0.165	572.2	195.8	0.0988	0.0165	0.1669	-1414.044879	0.94085	True	ok
149782at33090	18		4..5	0.138	572.2	195.8	0.0988	0.0139	0.1405	-1414.044879	0.94085	False	ok
149782at33090	18	a_halleri	5..1	0.052	572.2	195.8	0.0988	0.0052	0.0523	-1414.044879	0.94085	True	ok
149782at33090	18	a_thaliana	5..2	0.055	572.2	195.8	0.0549	0.0034	0.0614	-1414.044879	0.94085	True	ok
150559at33090	19	c_grandiflora	4..3	0.103	654.7	164.3	0.2077	0.0195	0.0938	-1603.535627	1.11137	True	ok
150559at33090	19		4..5	0.119	654.7	164.3	0.2077	0.0224	0.1081	-1603.535627	1.11137	False	ok
150559at33090	19	a_halleri	5..1	0.172	654.7	164.3	0.2077	0.0325	0.1567	-1603.535627	1.11137	True	ok
150559at33090	19	a_thaliana	5..2	0.067	654.7	164.3	0.1056	0.0083	0.0787	-1603.535627	1.11137	True	ok
152317at33090	20	c_grandiflora	4..3	0.074	675.2	263.8	0.1663	0.0102	0.0612	-1727.092506	2.565	True	ok
152317at33090	20		4..5	0.072	675.2	263.8	0.1663	0.01	0.0603	-1727.092506	2.565	False	ok
152317at33090	20	a_halleri	5..1	0.073	675.2	263.8	0.1663	0.0101	0.0605	-1727.092506	2.565	True	ok
152317at33090	20	a_thaliana	5..2	0.111	675.2	263.8	0.3184	0.0231	0.0726	-1727.092506	2.565	True	ok
153820at33090	1	c_grandiflora	4..3	0.056	980.5	333.5	0.0866	0.0051	0.0585	-2354.383408	1.71637	True	ok
153820at33090	1		4..5	0.119	980.5	333.5	0.0866	0.0108	0.125	-2354.383408	1.71637	False	ok
153820at33090	1	a_halleri	5..1	0.066	980.5	333.5	0.0866	0.0059	0.0686	-2354.383408	1.71637	True	ok
153820at33090	1	a_thaliana	5..2	0.072	980.5	333.5	0.1185	0.0083	0.0703	-2354.383408	1.71637	True	ok
154870at33090	2	c_grandiflora	4..3	0.073	1504.1	523.9	0.124	0.0086	0.0695	-3566.485319	2.10674	True	ok
154870at33090	2		4..5	0.089	1504.1	523.9	0.124	0.0105	0.0845	-3566.485319	2.10674	False	ok
154870at33090	2	a_halleri	5..1	0.054	1504.1	523.9	0.124	0.0064	0.0512	-3566.485319	2.10674	True	ok
154870at33090	2	a_thaliana	5..2	0.071	1504.1	523.9	0.1948	0.0114	0.0584	-3566.485319	2.10674	True	ok
155102at33090	3	c_grandiflora	4..3	0.097	642.4	218.6	0.1587	0.0138	0.0867	-1493.508897	2.07251	True	ok
155102at33090	3		4..5	0.061	642.4	218.6	0.1587	0.0086	0.0543	-1493.508897	2.07251	False	ok
155102at33090	3	a_halleri	5..1	0.033	642.4	218.6	0.1587	0.0047	0.0296	-1493.508897	2.07251	True	ok
155102at33090	3	a_thaliana	5..2	0.064	642.4	218.6	0.2737	0.0127	0.0463	-1493.508897	2.07251	True	ok
1557at33090	4	c_grandiflora	4..3	0.067	3871.0	1262.0	0.2293	0.0122	0.0534	-9243.331223	2.15054	True	ok
1557at33090	4		4..5	0.117	3871.0	1262.0	0.2293	0.0214	0.0932	-9243.331223	2.15054	False	ok
1557at33090	4	a_halleri	5..1	0.051	3871.0	1262.0	0.2293	0.0093	0.0405	-9243.331223	2.15054	True	ok
1557at33090	4	a_thaliana	5..2	0.069	3871.0	1262.0	0.2385	0.0129	0.0542	-9243.331223	2.15054	True	ok
15682at33090	5	c_grandiflora	4..3	0.058	1890.9	653.1	0.1269	0.007	0.0554	-4345.19791	2.09856	True	ok
15682at33090	5		4..5	0.088	1890.9	653.1	0.1269	0.0106	0.0837	-4345.19791	2.09856	False	ok
15682at33090	5	a_halleri	5..1	0.037	1890.9	653.1	0.1269	0.0044	0.035	-4345.19791	2.09856	True	ok
15682at33090	5	a_thaliana	5..2	0.065	1890.9	653.1	0.0595	0.0043	0.0722	-4345.19791	2.09856	True	ok
156843at33090	6	c_grandiflora	4..3	0.129	596.1	216.9	0.0567	0.0079	0.1395	-1453.926516	1.46004	True	ok
156843at33090	6		4..5	0.13	596.1	216.9	0.0567	0.008	0.1406	-1453.926516	1.46004	False	ok
156843at33090	6	a_halleri	5..1	0.048	596.1	216.9	0.0567	0.0029	0.0518	-1453.926516	1.46004	True	ok
156843at33090	6	a_thaliana	5..2	0.061	596.1	216.9	0.0798	0.005	0.063	-1453.926516	1.46004	True	ok
156887at33090	7	c_grandiflora	4..3	0.105	611.7	201.3	0.1568	0.0151	0.096	-1430.144048	2.6778	True	ok
156887at33090	7		4..5	0.092	611.7	201.3	0.1568	0.0132	0.084	-1430.144048	2.6778	False	ok
156887at33090	7	a_halleri	5..1	0.064	611.7	201.3	0.1568	0.0091	0.0582	-1430.144048	2.6778	True	ok
156887at33090	7	a_thaliana	5..2	0.047	611.7	201.3	0.0001	0.0	0.0633	-1430.144048	2.6778	True	omega_boundary
158492at33090	8	c_grandiflora	4..3	0.106	614.9	174.1	0.0938	0.0113	0.1208	-1353.270621	2.45839	True	ok
158492at33090	8		4..5	0.032	614.9	174.1	0.0938	0.0034	0.0358	-1353.270621	2.45839	False	ok
158492at33090	8	a_halleri	5..1	0.05	614.9	174.1	0.0938	0.0054	0.0572	-1353.270621	2.45839	True	ok
158492at33090	8	a_thaliana	5..2	0.094	614.9	174.1	0.0553	0.0066	0.1189	-1353.270621	2.45839	True	ok
158957at33090	9	c_grandiflora	4..3	0.084	549.1	167.9	0.4012	0.0208	0.0518	-1330.597852	1.24984	True	ok
158957at33090	9		4..5	0.071	549.1	167.9	0.4012	0.0176	0.0438	-1330.597852	1.24984	False	ok
158957at33090	9	a_halleri	5..1	0.079	549.1	167.9	0.4012	0.0196	0.0489	-1330.597852	1.24984	True	ok
158957at33090	9	a_thaliana	5..2	0.085	549.1	167.9	0.2201	0.0156	0.0707	-1330.597852	1.24984	True	ok
160064at33090	10	c_grandiflora	4..3	0.093	423.8	146.2	0.0648	0.0066	0.1015	-978.219986	1.61657	True	ok
160064at33090	10		4..5	0.117	423.8	146.2	0.0648	0.0083	0.1281	-978.219986	1.61657	False	ok
160064at33090	10	a_halleri	5..1	0.06	423.8	146.2	0.0648	0.0043	0.0658	-978.219986	1.61657	True	ok
160064at33090	10	a_thaliana	5..2	0.065	423.8	146.2	0.0001	0.0	0.085	-978.219986	1.61657	True	omega_boundary
160610at33090	11	c_grandiflora	4..3	0.124	708.2	251.8	0.1473	0.0164	0.1112	-1775.514524	3.14569	True	ok
160610at33090	11		4..5	0.061	708.2	251.8	0.1473	0.008	0.0546	-1775.514524	3.14569	False	ok
160610at33090	11	a_halleri	5..1	0.099	708.2	251.8	0.1473	0.0131	0.0889	-1775.514524	3.14569	True	ok
160610at33090	11	a_thaliana	5..2	0.085	708.2	251.8	0.337	0.0186	0.0552	-1775.514524	3.14569	True	ok
160680at33090	12	c_grandiflora	4..3	0.085	1610.6	534.4	0.2193	0.015	0.0682	-3618.680516	2.43893	True	ok
160680at33090	12		4..5	0.052	1610.6	534.4	0.2193	0.0092	0.0418	-3618.680516	2.43893	False	ok
160680at33090	12	a_halleri	5..1	0.027	1610.6	534.4	0.2193	0.0048	0.0219	-3618.680516	2.43893	True	ok
160680at33090	12	a_thaliana	5..2	0.05	1610.6	534.4	0.3859	0.0121	0.0312	-3618.680516	2.43893	True	ok
161054at33090	13	c_grandiflora	4..3	0.119	825.3	305.7	0.2093	0.0197	0.094	-2190.020252	2.26602	True	ok
161054at33090	13		4..5	0.14	825.3	305.7	0.2093	0.0231	0.1105	-2190.020252	2.26602	False	ok
161054at33090	13	a_halleri	5..1	0.073	825.3	305.7	0.2093	0.012	0.0575	-2190.020252	2.26602	True	ok
161054at33090	13	a_thaliana	5..2	0.085	825.3	305.7	0.3528	0.0189	0.0535	-2190.020252	2.26602	True	ok
161066at33090	14	c_grandiflora	4..3	0.094	856.6	349.4	0.1734	0.0132	0.0759	-2312.79726	1.76244	True	ok
